source,destination,timestamp,state_label,comma_separated_list_of_features
241,476,30148499.0,0,0.0,0.0
213,470,30148502.0,0,0.0,0.0
93,558,30148649.0,0,0.0,0.0
217,516,30148661.0,0,0.0,0.0
83,399,30148666.0,0,0.0,0.0
218,392,30148732.0,0,0.0,0.0
93,720,30148825.0,0,0.0,0.0
226,417,30148880.0,0,0.0,0.0
213,667,30148912.0,0,0.0,0.0
93,558,30149005.0,0,0.0,0.0
226,460,30149097.0,0,0.0,0.0
213,525,30149132.0,0,0.0,0.0
217,408,30149171.0,0,0.0,0.0
83,96,30149458.0,0,0.0,0.0
218,356,30149460.0,0,0.0,0.0
93,558,30149482.0,0,0.0,0.0
226,681,30149592.0,0,0.0,0.0
213,120,30149742.0,0,0.0,0.0
83,96,30149850.0,0,0.0,0.0
70,126,30150181.0,0,0.0,0.0
5,645,30150197.0,0,0.0,0.0
93,445,30150294.0,0,0.0,0.0
5,627,30150413.0,0,0.0,0.0
70,351,30150470.0,0,0.0,0.0
93,558,30150540.0,0,0.0,0.0
83,89,30150569.0,0,0.0,0.0
22,748,30150581.0,0,0.0,0.0
70,377,30150681.0,0,0.0,0.0
93,558,30150721.0,0,0.0,0.0
217,711,30150737.0,0,0.0,0.0
93,720,30150896.0,0,0.0,0.0
70,176,30150902.0,0,0.0,0.0
5,629,30151136.0,0,0.0,0.0
70,378,30151219.0,0,0.0,0.0
217,516,30151277.0,0,0.0,0.0
93,600,30151377.0,0,0.0,0.0
172,166,30151399.0,0,0.0,0.0
218,701,30151642.0,0,0.0,0.0
22,519,30151766.0,0,0.0,0.0
217,408,30151787.0,0,0.0,0.0
5,646,30151884.0,0,0.0,0.0
93,445,30151989.0,0,0.0,0.0
218,699,30152275.0,0,0.0,0.0
93,688,30152574.0,0,0.0,0.0
93,600,30153060.0,0,0.0,0.0
193,118,30153318.0,0,0.0,0.0
22,662,30153406.0,0,0.0,0.0
193,22,30153594.0,0,0.0,0.0
218,656,30153640.0,0,0.0,0.0
93,8,30153870.0,0,0.0,0.0
17,37,30154211.0,0,0.0,0.0
116,580,30154279.0,0,0.0,0.0
154,709,30154302.0,0,0.0,0.0
218,679,30154433.0,0,0.0,0.0
93,226,30154564.0,0,0.0,0.0
116,618,30154592.0,0,0.0,0.0
116,97,30154830.0,0,0.0,0.0
22,92,30154865.0,0,0.0,0.0
93,558,30155272.0,0,0.0,0.0
218,205,30155282.0,0,0.0,0.0
93,600,30155722.0,0,0.0,0.0
93,608,30156032.0,0,0.0,0.0
136,184,30156087.0,0,0.0,0.0
114,26,30156132.0,0,0.0,0.0
93,558,30156401.0,0,0.0,0.0
193,244,30156423.0,0,0.0,0.0
116,662,30156453.0,0,0.0,0.0
218,66,30156508.0,0,0.0,0.0
93,688,30156598.0,0,0.0,0.0
193,244,30156758.0,0,0.0,0.0
218,117,30157230.0,0,0.0,0.0
93,600,30157547.0,0,0.0,0.0
116,580,30157662.0,0,0.0,0.0
93,378,30157866.0,0,0.0,0.0
40,361,30157995.0,0,0.0,0.0
25,78,30158142.0,0,0.0,0.0
93,600,30158168.0,0,0.0,0.0
218,700,30158213.0,0,0.0,0.0
166,239,30159207.0,0,0.0,0.0
93,558,30159326.0,0,0.0,0.0
5,403,30159479.0,0,0.0,0.0
83,89,30159868.0,0,0.0,0.0
83,399,30160071.0,0,0.0,0.0
93,252,30160109.0,0,0.0,0.0
166,241,30160170.0,0,0.0,0.0
83,399,30160256.0,0,0.0,0.0
93,558,30160322.0,0,0.0,0.0
166,242,30160335.0,0,0.0,0.0
83,248,30160471.0,0,0.0,0.0
93,558,30160497.0,0,0.0,0.0
164,598,30160537.0,0,0.0,0.0
83,399,30160588.0,0,0.0,0.0
83,248,30160802.0,0,0.0,0.0
83,399,30161006.0,0,0.0,0.0
205,497,30161171.0,0,0.0,0.0
83,248,30161219.0,0,0.0,0.0
93,688,30161444.0,0,0.0,0.0
93,600,30161728.0,0,0.0,0.0
93,664,30161988.0,0,0.0,0.0
186,476,30162490.0,0,0.0,0.0
25,78,30163050.0,0,0.0,0.0
93,558,30163249.0,0,0.0,0.0
90,417,30163347.0,0,0.0,0.0
116,50,30163685.0,0,0.0,0.0
218,693,30164829.0,0,0.0,0.0
93,533,30165009.0,0,0.0,0.0
116,580,30165337.0,0,0.0,0.0
95,330,30165519.0,0,0.0,0.0
95,474,30165732.0,0,0.0,0.0
95,464,30166020.0,0,0.0,0.0
93,558,30166061.0,0,0.0,0.0
208,71,30166164.0,0,0.0,0.0
95,476,30166265.0,0,0.0,0.0
93,558,30166443.0,0,0.0,0.0
93,445,30166699.0,0,0.0,0.0
208,210,30166879.0,0,0.0,0.0
93,351,30166957.0,0,0.0,0.0
208,214,30167067.0,0,0.0,0.0
208,548,30167236.0,0,0.0,0.0
40,361,30167430.0,0,0.0,0.0
208,215,30167602.0,0,0.0,0.0
40,388,30167637.0,0,0.0,0.0
40,664,30167943.0,0,0.0,0.0
208,110,30168375.0,0,0.0,0.0
95,433,30168596.0,0,0.0,0.0
208,301,30169290.0,0,0.0,0.0
208,372,30169524.0,0,0.0,0.0
39,562,30169961.0,0,0.0,0.0
159,736,30170278.0,0,0.0,0.0
208,346,30170356.0,0,0.0,0.0
94,655,30170390.0,0,0.0,0.0
208,134,30170506.0,0,0.0,0.0
93,445,30170692.0,0,0.0,0.0
208,208,30171283.0,0,0.0,0.0
208,480,30171492.0,0,0.0,0.0
208,213,30171925.0,0,0.0,0.0
95,325,30172116.0,0,0.0,0.0
93,444,30173340.0,0,0.0,0.0
93,600,30173621.0,0,0.0,0.0
5,407,30173724.0,0,0.0,0.0
95,143,30173769.0,0,0.0,0.0
116,662,30173821.0,0,0.0,0.0
161,256,30174619.0,0,0.0,0.0
208,241,30175975.0,0,0.0,0.0
208,528,30176337.0,0,0.0,0.0
218,691,30176685.0,0,0.0,0.0
5,631,30177129.0,0,0.0,0.0
2,240,30177204.0,0,0.0,0.0
208,110,30177231.0,0,0.0,0.0
208,619,30177404.0,0,0.0,0.0
208,281,30177874.0,0,0.0,0.0
95,57,30177933.0,0,0.0,0.0
208,263,30178089.0,0,0.0,0.0
208,319,30178367.0,0,0.0,0.0
2,242,30178623.0,0,0.0,0.0
208,659,30178672.0,0,0.0,0.0
62,403,30178679.0,0,0.0,0.0
93,720,30178691.0,0,0.0,0.0
208,279,30179168.0,0,0.0,0.0
164,38,30179439.0,0,0.0,0.0
208,187,30179579.0,0,0.0,0.0
208,283,30179940.0,0,0.0,0.0
208,323,30180489.0,0,0.0,0.0
208,682,30180684.0,0,0.0,0.0
208,683,30181042.0,0,0.0,0.0
208,20,30181410.0,0,0.0,0.0
208,687,30181628.0,0,0.0,0.0
93,720,30181639.0,0,0.0,0.0
208,260,30181895.0,0,0.0,0.0
135,614,30182224.0,0,0.0,0.0
208,691,30182384.0,0,0.0,0.0
205,174,30182744.0,0,0.0,0.0
218,396,30182814.0,0,0.0,0.0
164,510,30182933.0,0,0.0,0.0
218,392,30183097.0,0,0.0,0.0
218,159,30183561.0,0,0.0,0.0
93,720,30184588.0,0,0.0,0.0
135,484,30186469.0,0,0.0,0.0
166,239,30186765.0,0,0.0,0.0
154,204,30187486.0,0,0.0,0.0
93,720,30187520.0,0,0.0,0.0
166,691,30187700.0,0,0.0,0.0
193,277,30188955.0,0,0.0,0.0
193,277,30189334.0,0,0.0,0.0
226,460,30189849.0,0,0.0,0.0
217,516,30190293.0,0,0.0,0.0
226,591,30190343.0,0,0.0,0.0
93,720,30190458.0,0,0.0,0.0
226,681,30190522.0,0,0.0,0.0
217,408,30190813.0,0,0.0,0.0
226,578,30191028.0,0,0.0,0.0
226,368,30191396.0,0,0.0,0.0
217,711,30192371.0,0,0.0,0.0
217,516,30192929.0,0,0.0,0.0
93,720,30193394.0,0,0.0,0.0
217,408,30193446.0,0,0.0,0.0
63,511,30194109.0,0,0.0,0.0
217,56,30194478.0,0,0.0,0.0
154,282,30194504.0,0,0.0,0.0
217,360,30194747.0,0,0.0,0.0
154,283,30194764.0,0,0.0,0.0
217,46,30194983.0,0,0.0,0.0
217,306,30195407.0,0,0.0,0.0
217,525,30195625.0,0,0.0,0.0
93,720,30196337.0,0,0.0,0.0
201,644,30196533.0,0,0.0,0.0
200,743,30197186.0,0,0.0,0.0
22,539,30197656.0,0,0.0,0.0
171,34,30197746.0,0,0.0,0.0
226,591,30198252.0,0,0.0,0.0
224,585,30198474.0,0,0.0,0.0
226,591,30198502.0,0,0.0,0.0
63,651,30198680.0,0,0.0,0.0
224,38,30198915.0,0,0.0,0.0
226,578,30199098.0,0,0.0,0.0
93,720,30199280.0,0,0.0,0.0
226,368,30199560.0,0,0.0,0.0
171,441,30199905.0,0,0.0,0.0
171,246,30200164.0,0,0.0,0.0
171,442,30200367.0,0,0.0,0.0
171,504,30201177.0,0,0.0,0.0
93,720,30202224.0,0,0.0,0.0
171,262,30202449.0,0,0.0,0.0
217,162,30202722.0,0,0.0,0.0
235,434,30203022.0,0,0.0,0.0
239,733,30203039.0,0,0.0,0.0
226,417,30203474.0,0,0.0,0.0
206,743,30203690.0,0,0.0,0.0
226,460,30203691.0,0,0.0,0.0
217,402,30204025.0,0,0.0,0.0
226,591,30204159.0,0,0.0,0.0
217,401,30204260.0,0,0.0,0.0
235,434,30204276.0,0,0.0,0.0
226,681,30204413.0,0,0.0,0.0
217,381,30204530.0,0,0.0,0.0
226,578,30204919.0,0,0.0,0.0
93,720,30205166.0,0,0.0,0.0
226,368,30205288.0,0,0.0,0.0
235,434,30205661.0,0,0.0,0.0
17,538,30206049.0,0,0.0,0.0
140,675,30207011.0,0,0.0,0.0
116,618,30207310.0,0,0.0,0.0
17,19,30207385.0,0,0.0,0.0
116,662,30207533.0,0,0.0,0.0
116,10,30207753.0,0,0.0,0.0
93,720,30208109.0,0,0.0,0.0
116,580,30208152.0,0,0.0,0.0
235,434,30208263.0,0,0.0,0.0
117,112,30208684.0,0,0.0,0.0
117,478,30209205.0,0,0.0,0.0
122,695,30209493.0,0,0.0,0.0
246,664,30209687.0,0,0.0,0.0
117,54,30209815.0,0,0.0,0.0
117,470,30210041.0,0,0.0,0.0
94,344,30210108.0,0,0.0,0.0
25,523,30210220.0,0,0.0,0.0
94,588,30210380.0,0,0.0,0.0
93,720,30211052.0,0,0.0,0.0
116,618,30211782.0,0,0.0,0.0
3,236,30211891.0,0,0.0,0.0
246,664,30211973.0,0,0.0,0.0
116,323,30212000.0,0,0.0,0.0
52,644,30212152.0,0,0.0,0.0
52,128,30212260.0,0,0.0,0.0
52,359,30212337.0,0,0.0,0.0
208,619,30212785.0,0,0.0,0.0
116,662,30213028.0,0,0.0,0.0
93,548,30213263.0,0,0.0,0.0
93,548,30213338.0,0,0.0,0.0
93,75,30213474.0,0,0.0,0.0
93,558,30213684.0,0,0.0,0.0
93,720,30213860.0,0,0.0,0.0
116,10,30213953.0,0,0.0,0.0
138,623,30213967.0,0,0.0,0.0
138,0,30214405.0,0,0.0,0.0
116,618,30214587.0,0,0.0,0.0
3,545,30214744.0,0,0.0,0.0
138,702,30214886.0,0,0.0,0.0
171,262,30214921.0,0,0.0,0.0
116,227,30215081.0,0,0.0,0.0
208,495,30215262.0,0,0.0,0.0
116,107,30215366.0,0,0.0,0.0
90,691,30215521.0,0,0.0,0.0
208,518,30215554.0,0,0.0,0.0
201,644,30215730.0,0,0.0,0.0
93,600,30215851.0,0,0.0,0.0
201,747,30215936.0,0,0.0,0.0
154,561,30216091.0,0,0.0,0.0
138,703,30216174.0,0,0.0,0.0
62,403,30216259.0,0,0.0,0.0
94,691,30216331.0,0,0.0,0.0
201,644,30216943.0,0,0.0,0.0
138,713,30216979.0,0,0.0,0.0
93,720,30217261.0,0,0.0,0.0
93,558,30217628.0,0,0.0,0.0
93,720,30218035.0,0,0.0,0.0
204,698,30218331.0,0,0.0,0.0
235,434,30218397.0,0,0.0,0.0
122,732,30218402.0,0,0.0,0.0
62,348,30218560.0,0,0.0,0.0
204,146,30218592.0,0,0.0,0.0
201,557,30218625.0,0,0.0,0.0
62,120,30218894.0,0,0.0,0.0
8,224,30218972.0,0,0.0,0.0
93,558,30219020.0,0,0.0,0.0
93,720,30219196.0,0,0.0,0.0
4,435,30219217.0,0,0.0,0.0
201,356,30219251.0,0,0.0,0.0
204,96,30219317.0,0,0.0,0.0
201,118,30219486.0,0,0.0,0.0
204,399,30219562.0,0,0.0,0.0
30,690,30219627.0,0,0.0,0.0
235,434,30219652.0,0,0.0,0.0
201,198,30219722.0,0,0.0,0.0
62,111,30219812.0,0,0.0,0.0
169,721,30219876.0,0,0.0,0.0
67,386,30219937.0,0,0.0,0.0
3,153,30220027.0,0,0.0,0.0
67,370,30220067.0,0,0.0,0.0
236,539,30220297.0,0,0.0,0.0
169,722,30220417.0,0,0.0,0.0
93,558,30220568.0,0,0.0,0.0
138,289,30220586.0,0,0.0,0.0
67,177,30220619.0,0,0.0,0.0
8,23,30220622.0,0,0.0,0.0
172,166,30220714.0,0,0.0,0.0
62,327,30220877.0,0,0.0,0.0
235,434,30220903.0,0,0.0,0.0
20,93,30221165.0,0,0.0,0.0
62,159,30221275.0,0,0.0,0.0
236,491,30221281.0,0,0.0,0.0
93,375,30221282.0,0,0.0,0.0
218,396,30221341.0,0,0.0,0.0
171,404,30221343.0,0,0.0,0.0
177,580,30221515.0,0,0.0,0.0
201,310,30221604.0,0,0.0,0.0
218,392,30221624.0,0,0.0,0.0
3,128,30221686.0,0,0.0,0.0
3,143,30221960.0,0,0.0,0.0
218,159,30222087.0,0,0.0,0.0
235,434,30222158.0,0,0.0,0.0
3,450,30222167.0,0,0.0,0.0
177,629,30222257.0,0,0.0,0.0
22,80,30222270.0,0,0.0,0.0
93,720,30222292.0,0,0.0,0.0
3,145,30222370.0,0,0.0,0.0
47,565,30222443.0,0,0.0,0.0
93,720,30222472.0,0,0.0,0.0
22,39,30222495.0,0,0.0,0.0
32,114,30222584.0,0,0.0,0.0
22,501,30222930.0,0,0.0,0.0
177,275,30223049.0,0,0.0,0.0
22,682,30223112.0,0,0.0,0.0
32,306,30223161.0,0,0.0,0.0
235,434,30223414.0,0,0.0,0.0
128,693,30223470.0,0,0.0,0.0
32,283,30223757.0,0,0.0,0.0
93,558,30223846.0,0,0.0,0.0
4,435,30223855.0,0,0.0,0.0
128,671,30223971.0,0,0.0,0.0
22,541,30224224.0,0,0.0,0.0
208,240,30224249.0,0,0.0,0.0
3,24,30224301.0,0,0.0,0.0
177,461,30224312.0,0,0.0,0.0
171,700,30224465.0,0,0.0,0.0
32,325,30224504.0,0,0.0,0.0
213,543,30224524.0,0,0.0,0.0
177,77,30224533.0,0,0.0,0.0
194,758,30224613.0,0,0.0,0.0
116,618,30224615.0,0,0.0,0.0
235,434,30224664.0,0,0.0,0.0
169,721,30224692.0,0,0.0,0.0
93,558,30224834.0,0,0.0,0.0
177,668,30225028.0,0,0.0,0.0
93,600,30225083.0,0,0.0,0.0
208,242,30225094.0,0,0.0,0.0
177,461,30225200.0,0,0.0,0.0
177,369,30225704.0,0,0.0,0.0
186,476,30225864.0,0,0.0,0.0
236,40,30225880.0,0,0.0,0.0
235,434,30225921.0,0,0.0,0.0
122,754,30226189.0,0,0.0,0.0
217,516,30226201.0,0,0.0,0.0
93,558,30226360.0,0,0.0,0.0
213,83,30226504.0,0,0.0,0.0
177,68,30226526.0,0,0.0,0.0
93,558,30226542.0,0,0.0,0.0
217,408,30226711.0,0,0.0,0.0
193,150,30226712.0,0,0.0,0.0
235,434,30227177.0,0,0.0,0.0
21,38,30227222.0,0,0.0,0.0
193,118,30227241.0,0,0.0,0.0
236,42,30227513.0,0,0.0,0.0
177,110,30227538.0,0,0.0,0.0
47,288,30227647.0,0,0.0,0.0
236,39,30227734.0,0,0.0,0.0
177,629,30227829.0,0,0.0,0.0
21,115,30228022.0,0,0.0,0.0
177,200,30228109.0,0,0.0,0.0
156,552,30228129.0,0,0.0,0.0
217,711,30228276.0,0,0.0,0.0
177,19,30228390.0,0,0.0,0.0
22,650,30228419.0,0,0.0,0.0
235,434,30228427.0,0,0.0,0.0
156,391,30228459.0,0,0.0,0.0
93,558,30228499.0,0,0.0,0.0
93,558,30228680.0,0,0.0,0.0
156,603,30228749.0,0,0.0,0.0
186,49,30228761.0,0,0.0,0.0
186,114,30229070.0,0,0.0,0.0
213,120,30229105.0,0,0.0,0.0
217,56,30229172.0,0,0.0,0.0
186,330,30229263.0,0,0.0,0.0
93,558,30229356.0,0,0.0,0.0
171,706,30229427.0,0,0.0,0.0
217,360,30229448.0,0,0.0,0.0
154,131,30229471.0,0,0.0,0.0
166,744,30229620.0,0,0.0,0.0
156,260,30229650.0,0,0.0,0.0
235,434,30229683.0,0,0.0,0.0
154,259,30229780.0,0,0.0,0.0
171,245,30229781.0,0,0.0,0.0
93,558,30229872.0,0,0.0,0.0
154,229,30229988.0,0,0.0,0.0
156,261,30230070.0,0,0.0,0.0
144,534,30230087.0,0,0.0,0.0
93,600,30230117.0,0,0.0,0.0
22,755,30230196.0,0,0.0,0.0
22,655,30230380.0,0,0.0,0.0
138,176,30230451.0,0,0.0,0.0
22,359,30230565.0,0,0.0,0.0
154,731,30230568.0,0,0.0,0.0
154,752,30230650.0,0,0.0,0.0
171,362,30230680.0,0,0.0,0.0
138,176,30230766.0,0,0.0,0.0
154,122,30230813.0,0,0.0,0.0
21,385,30230883.0,0,0.0,0.0
235,434,30230938.0,0,0.0,0.0
154,353,30231043.0,0,0.0,0.0
171,244,30231044.0,0,0.0,0.0
138,176,30231075.0,0,0.0,0.0
177,48,30231103.0,0,0.0,0.0
93,600,30231233.0,0,0.0,0.0
156,552,30231241.0,0,0.0,0.0
22,671,30231564.0,0,0.0,0.0
186,244,30231566.0,0,0.0,0.0
156,391,30231571.0,0,0.0,0.0
138,47,30231617.0,0,0.0,0.0
186,548,30231724.0,0,0.0,0.0
149,588,30231805.0,0,0.0,0.0
30,84,30231848.0,0,0.0,0.0
156,603,30231862.0,0,0.0,0.0
135,481,30231885.0,0,0.0,0.0
94,430,30232013.0,0,0.0,0.0
21,655,30232114.0,0,0.0,0.0
135,594,30232125.0,0,0.0,0.0
235,434,30232194.0,0,0.0,0.0
184,278,30232262.0,0,0.0,0.0
186,306,30232321.0,0,0.0,0.0
21,126,30232508.0,0,0.0,0.0
149,650,30232540.0,0,0.0,0.0
193,244,30232575.0,0,0.0,0.0
207,292,30232583.0,0,0.0,0.0
209,659,30232645.0,0,0.0,0.0
156,260,30232762.0,0,0.0,0.0
93,600,30232770.0,0,0.0,0.0
135,280,30232836.0,0,0.0,0.0
24,389,30233035.0,0,0.0,0.0
21,13,30233064.0,0,0.0,0.0
154,232,30233143.0,0,0.0,0.0
156,261,30233173.0,0,0.0,0.0
21,1,30233323.0,0,0.0,0.0
21,2,30233580.0,0,0.0,0.0
94,252,30233662.0,0,0.0,0.0
21,5,30233780.0,0,0.0,0.0
93,558,30233801.0,0,0.0,0.0
94,78,30233928.0,0,0.0,0.0
93,346,30233981.0,0,0.0,0.0
158,492,30234079.0,0,0.0,0.0
93,558,30234642.0,0,0.0,0.0
24,189,30234752.0,0,0.0,0.0
177,19,30234944.0,0,0.0,0.0
158,561,30235021.0,0,0.0,0.0
154,250,30235077.0,0,0.0,0.0
169,721,30235213.0,0,0.0,0.0
154,75,30235298.0,0,0.0,0.0
177,68,30235484.0,0,0.0,0.0
154,115,30235531.0,0,0.0,0.0
158,475,30235550.0,0,0.0,0.0
186,119,30235638.0,0,0.0,0.0
24,709,30235655.0,0,0.0,0.0
1,54,30235692.0,0,0.0,0.0
154,76,30235727.0,0,0.0,0.0
177,629,30235755.0,0,0.0,0.0
169,722,30235766.0,0,0.0,0.0
93,375,30235914.0,0,0.0,0.0
169,722,30235918.0,0,0.0,0.0
186,647,30236205.0,0,0.0,0.0
93,54,30236366.0,0,0.0,0.0
145,268,30236373.0,0,0.0,0.0
177,275,30236435.0,0,0.0,0.0
22,508,30236555.0,0,0.0,0.0
145,438,30236614.0,0,0.0,0.0
94,748,30236725.0,0,0.0,0.0
169,721,30236764.0,0,0.0,0.0
94,747,30236979.0,0,0.0,0.0
93,548,30237111.0,0,0.0,0.0
177,166,30237117.0,0,0.0,0.0
94,730,30237153.0,0,0.0,0.0
93,548,30237226.0,0,0.0,0.0
94,434,30237288.0,0,0.0,0.0
200,743,30237292.0,0,0.0,0.0
93,548,30237347.0,0,0.0,0.0
93,720,30237477.0,0,0.0,0.0
103,532,30237551.0,0,0.0,0.0
94,644,30237581.0,0,0.0,0.0
93,548,30237759.0,0,0.0,0.0
94,692,30237775.0,0,0.0,0.0
24,150,30237831.0,0,0.0,0.0
93,548,30237839.0,0,0.0,0.0
94,359,30237959.0,0,0.0,0.0
186,512,30238000.0,0,0.0,0.0
22,434,30238298.0,0,0.0,0.0
146,700,30238314.0,0,0.0,0.0
22,715,30238486.0,0,0.0,0.0
146,575,30238525.0,0,0.0,0.0
93,375,30238711.0,0,0.0,0.0
135,635,30238754.0,0,0.0,0.0
146,765,30239006.0,0,0.0,0.0
22,388,30239077.0,0,0.0,0.0
94,388,30239150.0,0,0.0,0.0
146,533,30239236.0,0,0.0,0.0
146,763,30239437.0,0,0.0,0.0
94,619,30239445.0,0,0.0,0.0
93,548,30239670.0,0,0.0,0.0
146,761,30239677.0,0,0.0,0.0
1,609,30239717.0,0,0.0,0.0
187,292,30239766.0,0,0.0,0.0
109,454,30239781.0,0,0.0,0.0
209,263,30239784.0,0,0.0,0.0
135,423,30239898.0,0,0.0,0.0
169,83,30239955.0,0,0.0,0.0
187,346,30239955.0,0,0.0,0.0
1,609,30240025.0,0,0.0,0.0
186,195,30240032.0,0,0.0,0.0
109,330,30240041.0,0,0.0,0.0
191,131,30240126.0,0,0.0,0.0
135,560,30240318.0,0,0.0,0.0
146,700,30240399.0,0,0.0,0.0
169,84,30240414.0,0,0.0,0.0
209,172,30240451.0,0,0.0,0.0
62,66,30240474.0,0,0.0,0.0
146,575,30240611.0,0,0.0,0.0
2,619,30240819.0,0,0.0,0.0
106,334,30240844.0,0,0.0,0.0
169,349,30240885.0,0,0.0,0.0
93,558,30240918.0,0,0.0,0.0
146,765,30241091.0,0,0.0,0.0
62,12,30241128.0,0,0.0,0.0
169,121,30241136.0,0,0.0,0.0
1,609,30241162.0,0,0.0,0.0
62,12,30241257.0,0,0.0,0.0
93,558,30241317.0,0,0.0,0.0
146,533,30241322.0,0,0.0,0.0
146,763,30241532.0,0,0.0,0.0
106,358,30241645.0,0,0.0,0.0
22,187,30241692.0,0,0.0,0.0
146,761,30241762.0,0,0.0,0.0
62,228,30241853.0,0,0.0,0.0
22,265,30241947.0,0,0.0,0.0
204,473,30241967.0,0,0.0,0.0
62,219,30241999.0,0,0.0,0.0
169,223,30242147.0,0,0.0,0.0
62,300,30242361.0,0,0.0,0.0
146,700,30242482.0,0,0.0,0.0
17,538,30242576.0,0,0.0,0.0
62,12,30242683.0,0,0.0,0.0
146,575,30242692.0,0,0.0,0.0
93,600,30242836.0,0,0.0,0.0
106,681,30242929.0,0,0.0,0.0
93,600,30243140.0,0,0.0,0.0
146,765,30243173.0,0,0.0,0.0
186,460,30243201.0,0,0.0,0.0
146,533,30243413.0,0,0.0,0.0
146,763,30243613.0,0,0.0,0.0
146,761,30243843.0,0,0.0,0.0
180,711,30244054.0,0,0.0,0.0
93,375,30244123.0,0,0.0,0.0
1,609,30244152.0,0,0.0,0.0
62,626,30244378.0,0,0.0,0.0
245,295,30244612.0,0,0.0,0.0
146,152,30244623.0,0,0.0,0.0
62,624,30244693.0,0,0.0,0.0
149,189,30244987.0,0,0.0,0.0
62,625,30245009.0,0,0.0,0.0
180,377,30245126.0,0,0.0,0.0
93,720,30245210.0,0,0.0,0.0
62,584,30245319.0,0,0.0,0.0
245,278,30245523.0,0,0.0,0.0
214,189,30245746.0,0,0.0,0.0
186,166,30245802.0,0,0.0,0.0
143,556,30245803.0,0,0.0,0.0
17,538,30245856.0,0,0.0,0.0
186,0,30246251.0,0,0.0,0.0
146,336,30246328.0,0,0.0,0.0
32,6,30246338.0,0,0.0,0.0
93,558,30246528.0,0,0.0,0.0
32,57,30246595.0,0,0.0,0.0
1,609,30247001.0,0,0.0,0.0
186,268,30247048.0,0,0.0,0.0
146,336,30247290.0,0,0.0,0.0
93,688,30247500.0,0,0.0,0.0
93,558,30247710.0,0,0.0,0.0
93,558,30247961.0,0,0.0,0.0
93,558,30248142.0,0,0.0,0.0
149,390,30248243.0,0,0.0,0.0
14,119,30248386.0,0,0.0,0.0
93,405,30248397.0,0,0.0,0.0
186,150,30248465.0,0,0.0,0.0
17,538,30249141.0,0,0.0,0.0
1,609,30249849.0,0,0.0,0.0
152,336,30249894.0,0,0.0,0.0
214,690,30249975.0,0,0.0,0.0
149,269,30250019.0,0,0.0,0.0
93,664,30250176.0,0,0.0,0.0
117,462,30250366.0,0,0.0,0.0
117,492,30250760.0,0,0.0,0.0
93,688,30250897.0,0,0.0,0.0
61,519,30250952.0,0,0.0,0.0
93,558,30251103.0,0,0.0,0.0
65,555,30251162.0,0,0.0,0.0
32,324,30251305.0,0,0.0,0.0
93,558,30251504.0,0,0.0,0.0
93,533,30251704.0,0,0.0,0.0
169,721,30252159.0,0,0.0,0.0
93,558,30252215.0,0,0.0,0.0
61,717,30252355.0,0,0.0,0.0
32,41,30252402.0,0,0.0,0.0
17,538,30252422.0,0,0.0,0.0
1,609,30252699.0,0,0.0,0.0
169,722,30252709.0,0,0.0,0.0
93,558,30252882.0,0,0.0,0.0
1,609,30253297.0,0,0.0,0.0
205,497,30253364.0,0,0.0,0.0
2,619,30253558.0,0,0.0,0.0
93,558,30253594.0,0,0.0,0.0
169,721,30253723.0,0,0.0,0.0
1,609,30253725.0,0,0.0,0.0
32,167,30253775.0,0,0.0,0.0
47,288,30253844.0,0,0.0,0.0
32,653,30253971.0,0,0.0,0.0
152,379,30254035.0,0,0.0,0.0
93,176,30254135.0,0,0.0,0.0
2,759,30254184.0,0,0.0,0.0
169,722,30254299.0,0,0.0,0.0
224,626,30254305.0,0,0.0,0.0
2,644,30254403.0,0,0.0,0.0
186,476,30255266.0,0,0.0,0.0
93,558,30255351.0,0,0.0,0.0
32,311,30255373.0,0,0.0,0.0
93,558,30255531.0,0,0.0,0.0
218,516,30255685.0,0,0.0,0.0
17,538,30255702.0,0,0.0,0.0
135,596,30255711.0,0,0.0,0.0
93,558,30255712.0,0,0.0,0.0
93,558,30255892.0,0,0.0,0.0
218,515,30255986.0,0,0.0,0.0
135,595,30256256.0,0,0.0,0.0
169,721,30256290.0,0,0.0,0.0
116,618,30256294.0,0,0.0,0.0
93,8,30256430.0,0,0.0,0.0
116,50,30256729.0,0,0.0,0.0
32,98,30256742.0,0,0.0,0.0
169,722,30256835.0,0,0.0,0.0
116,662,30256991.0,0,0.0,0.0
93,600,30257072.0,0,0.0,0.0
32,284,30257189.0,0,0.0,0.0
116,580,30257227.0,0,0.0,0.0
93,558,30257328.0,0,0.0,0.0
47,565,30257384.0,0,0.0,0.0
93,351,30257520.0,0,0.0,0.0
47,288,30257624.0,0,0.0,0.0
93,558,30257721.0,0,0.0,0.0
116,662,30257940.0,0,0.0,0.0
135,488,30257989.0,0,0.0,0.0
149,573,30258118.0,0,0.0,0.0
93,558,30258212.0,0,0.0,0.0
32,335,30258687.0,0,0.0,0.0
93,558,30258708.0,0,0.0,0.0
17,538,30258998.0,0,0.0,0.0
2,691,30259478.0,0,0.0,0.0
59,154,30259544.0,0,0.0,0.0
146,715,30261116.0,0,0.0,0.0
93,377,30261152.0,0,0.0,0.0
169,721,30261162.0,0,0.0,0.0
146,695,30261326.0,0,0.0,0.0
93,558,30261523.0,0,0.0,0.0
146,713,30261536.0,0,0.0,0.0
